Distributor,Customer Name,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Name of Sales Rep,Manager,Sales Team
Koss   ,Gottlieb-Koss Pharmacy,Sangerhausen,Germany,51.4667,11.3,Hospital,Private,Docstryl Rivacin,Antiseptics,1920.0,789,1514880.0,March,2019,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Leuschke PLC Pharmaceutical Ltd,Worms,Germany,49.6319,8.3653,Pharmacy,Institution,Ganineva Agenium,Antiseptics,720.0,390,280800.0,March,2019,Anne Wu,Britanny Bold,Delta
Koss   ,Walsh-Brown Pharma Plc,Osnabrück,Germany,52.2789,8.0431,Pharmacy,Retail,Theopril,Antipiretics,25.0,768,19200.0,March,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Block, Thiel and Kuphal Pharmaceutical Limited",Ludwigsburg,Germany,48.8975,9.1919,Hospital,Government,Exexone,Mood Stabilizers,115.0,239,27485.0,March,2019,Jessica Smith,Britanny Bold,Delta
Koss   ,"Block, Thiel and Kuphal Pharmaceutical Limited",Ludwigsburg,Germany,48.8975,9.1919,Hospital,Government,Lovavatol Azelavarix,Mood Stabilizers,25.0,106,2650.0,March,2019,Sheila Stones,Britanny Bold,Delta
Koss   ,Mills Inc Pharmacy,Bremen,Germany,53.1153,8.7975,Pharmacy,Retail,Symbitrim,Analgesics,30.0,536,16080.0,March,2019,Alan Ray,James Goodwill,Alfa
Erdman  ,"Bogan, Jacobs and Kris Pharmaceutical Limited",Wetzlar,Germany,50.5667,8.5,Pharmacy,Institution,Magneprex,Antimalarial,40.0,187,7480.0,March,2019,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Koss Ltd Pharmaceutical Ltd,Löhne,Germany,52.2,8.7,Pharmacy,Retail,Victomax,Analgesics,750.0,623,467250.0,March,2019,Alan Ray,James Goodwill,Alfa
Erdman  ,Prohaska-Kuhic Pharmaceutical Limited,Wittmund,Germany,53.5747,7.7808,Hospital,Private,Ribabyclor,Antiseptics,-50.0,469,-23450.0,March,2019,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Sauer and Sons Pharmacy,Hürth,Germany,50.8775,6.8761,Pharmacy,Institution,Aquamycin Lacoran,Analgesics,20.0,345,6900.0,March,2019,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Kuhic LLC ,Schleswig,Germany,54.5153,9.5697,Pharmacy,Retail,Veratorol Ciclovatol,Mood Stabilizers,3.0,154,462.0,March,2019,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Balistreri Group Pharmacy,Bad Honnef am Rhein,Germany,50.645,7.2269,Pharmacy,Institution,Penitrana,Analgesics,7.0,179,1253.0,March,2019,Thompson Crawford,James Goodwill,Alfa
Koss   ,"Nolan, DuBuque and Schultz Pharmacy",Wernigerode,Germany,51.835,10.7853,Pharmacy,Retail,Halciramine,Antimalarial,20.0,409,8180.0,March,2019,Steve Pepple,Tracy Banks,Bravo
Koss   ,Kozey Ltd Pharmacy,Stralsund,Germany,54.3,13.0833,Pharmacy,Retail,Araxetine,Antibiotics,2.0,450,900.0,March,2019,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Koch, Borer and Hagenes Pharmaceutical Ltd",Lauf,Germany,49.5103,11.2772,Hospital,Private,Tacrodomide,Antipiretics,1.0,420,420.0,March,2019,Mary Gerrard,Britanny Bold,Delta
Erdman  ,Leannon-West ,Rösrath,Germany,50.9,7.1833,Hospital,Private,Duraprazole Agalsixolol,Antiseptics,10.0,375,3750.0,March,2020,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,Murray PLC ,Wesel,Germany,51.6586,6.6178,Pharmacy,Retail,Effidomide Evofribrate,Antiseptics,5.0,612,3060.0,March,2020,Sheila Stones,Britanny Bold,Delta
Koss   ,Crona PLC Pharmacy,Eschweiler,Germany,50.8167,6.2833,Hospital,Government,Sucprine Specbalamin,Antiseptics,100.0,182,18200.0,March,2020,Stella Given,Alisha Cordwell,Charlie
Koss   ,Kozey Ltd Pharma Plc,Griesheim,Germany,49.8594,8.5525,Pharmacy,Institution,Clinicilin Pentozone,Antimalarial,600.0,112,67200.0,March,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Weber Ltd Pharmacy,Halle,Germany,51.4828,11.9697,Pharmacy,Institution,Amavirase,Antipiretics,3.0,487,1461.0,March,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government,Novakyn Tracprox,Antiseptics,24.0,288,6912.0,March,2020,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Daugherty-Rempel Pharm,Neu Isenburg,Germany,50.0558,8.6971,Hospital,Private,Amamadin,Antimalarial,2.0,713,1426.0,March,2020,Steve Pepple,Tracy Banks,Bravo
Koss   ,Runte-Marquardt Pharmacy,Idstein,Germany,50.2206,8.2692,Pharmacy,Retail,Microroban Afatigomar,Antimalarial,3.0,478,1434.0,March,2020,Daniel Gates,Alisha Cordwell,Charlie
Erdman  ,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution,Ampinonide,Antimalarial,50.0,248,12400.0,March,2020,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution,Temasone Thiobucil,Antimalarial,20.0,482,9640.0,March,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Medhurst-Beer Pharm,Viernheim,Germany,49.538,8.5792,Pharmacy,Institution,Magneprex,Antimalarial,2200.0,187,411400.0,March,2020,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Turner Ltd ,Porta Westfalica,Germany,52.2167,8.9333,Hospital,Private,Liomulin,Mood Stabilizers,2.0,490,980.0,March,2020,Erica Jones,James Goodwill,Alfa
Koss   ,Vandervort LLC Pharm,Stade,Germany,53.6008,9.4764,Pharmacy,Retail,Nevanide Actozide,Antibiotics,120.0,773,92760.0,March,2020,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,"Barrows, Zboncak and Reichert Pharma Plc",Burg,Germany,52.2725,11.855,Pharmacy,Institution,Diaxolol,Antiseptics,10.0,765,7650.0,March,2020,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Okuneva-Corkery Pharm,Groß-Gerau,Germany,49.9214,8.4818,Hospital,Government,Tiaracil,Antipiretics,10.0,162,1620.0,March,2020,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Terry-Kub Pharma Plc,Weimar,Germany,50.9833,11.3167,Pharmacy,Retail,Ciclonazol,Antiseptics,10.0,121,1210.0,March,2020,Thompson Crawford,James Goodwill,Alfa
Koss   ,Romaguera-Fay Pharmaceutical Ltd,Langen,Germany,49.9893,8.6803,Hospital,Government,Amphesirox,Antiseptics,3.0,25,75.0,March,2020,Erica Jones,James Goodwill,Alfa
Erdman  ,"Moen, Murazik and Smith Pharmaceutical Ltd",Ingolstadt,Germany,48.7636,11.4261,Hospital,Government,Malavirine Alimdine,Mood Stabilizers,10.0,767,7670.0,March,2020,Sheila Stones,Britanny Bold,Delta
Koss   ,Reinger Group Pharmaceutical Limited,Schwerin,Germany,53.6333,11.4167,Pharmacy,Institution,Paronium Atracustone,Analgesics,5.0,414,2070.0,March,2020,Stella Given,Alisha Cordwell,Charlie
Koss   ,Zemlak-Witting ,Cuxhaven,Germany,53.8667,8.7,Pharmacy,Retail,Zyvance,Analgesics,300.0,323,96900.0,March,2020,Stella Given,Alisha Cordwell,Charlie
Erdman  ,Gerlach LLC Pharma Plc,Torgau,Germany,51.5603,13.0056,Hospital,Private,Ganineva Agenium,Antiseptics,10.0,390,3900.0,March,2020,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,Hayes-Kilback Pharma Plc,Arnsberg,Germany,51.3967,8.0644,Pharmacy,Institution,Pentastrin,Antibiotics,-5.0,497,-2485.0,March,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Mante-Grady Pharmaceutical Ltd,Laatzen,Germany,52.3077,9.8133,Pharmacy,Institution,Antaparin Varizyme,Mood Stabilizers,10.0,513,5130.0,March,2020,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Koch, Borer and Hagenes Pharm",Waiblingen,Germany,48.8303,9.3169,Hospital,Private,Penitrana,Analgesics,40.0,179,7160.0,March,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Daniel, Baumbach and Nitzsche ",Steinheim am Main,Germany,50.1257,8.83,Hospital,Private,Sodinel Olofribrate,Antimalarial,5.0,50,250.0,March,2020,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,Hane Ltd ,Nürtingen,Germany,48.6267,9.3353,Hospital,Government,Decidenu Galantrigine,Antipiretics,2.0,590,1180.0,March,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,Jast-Cruickshank Pharmacy,Sankt Ingbert,Germany,49.3,7.1167,Hospital,Government,Algluconium Dorzofoxin,Antibiotics,6.0,611,3666.0,March,2020,Morris Garcia,Tracy Banks,Bravo
Koss   ,Armstrong Inc Pharm,Pfaffenhofen,Germany,48.5333,11.5167,Hospital,Government,Feruprazole,Mood Stabilizers,96.0,115,11040.0,March,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Schaefer LLC Pharma Plc,Stendal,Germany,52.6,11.85,Pharmacy,Institution,Albuterenone,Antimalarial,100.0,82,8200.0,March,2020,Daniel Gates,Alisha Cordwell,Charlie
Gerlach LLC ,Mills Inc Pharmacy,Bremen,Germany,53.1153,8.7975,Pharmacy,Retail,Pulmofine,Antibiotics,5.0,688,3440.0,March,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Kling Inc ,Itzehoe,Germany,53.925,9.5164,Hospital,Private,Syntheruvax Proracin,Antimalarial,30.0,86,2580.0,March,2020,Anne Wu,Britanny Bold,Delta
Koss   ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Darlofen,Antipiretics,5.0,577,2885.0,March,2020,Daniel Gates,Alisha Cordwell,Charlie
Koss   ,"Erdman, Senger and Oberbrunner Pharmaceutical Ltd",Geretsried,Germany,47.8667,11.4667,Hospital,Private,Ergomethate,Mood Stabilizers,50.0,604,30200.0,March,2020,Mary Gerrard,Britanny Bold,Delta
Koss   ,Wehner-Stehr ,Steinfurt,Germany,52.1504,7.3366,Pharmacy,Institution,Alemtuvatol Megalinum,Analgesics,15.0,682,10230.0,March,2020,Mary Gerrard,Britanny Bold,Delta
Erdman  ,Sauer and Sons ,Mechernich,Germany,50.6,6.65,Pharmacy,Retail,Bexridol,Antipiretics,20.0,80,1600.0,March,2020,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,"Kutch, Daniel and Ortiz Pharm",Gummersbach,Germany,51.0333,7.5667,Hospital,Private,Biotasol Siloderm,Antiseptics,3.0,373,1119.0,March,2020,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Skiles-McKenzie Pharmaceutical Limited,Westerstede,Germany,53.25,7.9167,Hospital,Government,Interzide,Antimalarial,10.0,420,4200.0,March,2020,Anne Wu,Britanny Bold,Delta
Koss   ,Osinski-Botsford Pharmacy,Wiesloch,Germany,49.2942,8.6983,Hospital,Government,Travosoline Capolac,Antipiretics,550.0,610,335500.0,March,2020,Thompson Crawford,James Goodwill,Alfa
Erdman  ,"Leuschke, Waters and Schowalter Pharma Plc",Herzogenrath,Germany,50.8667,6.1,Pharmacy,Retail,Adrecetam Barazoxane,Antimalarial,10.0,24,240.0,March,2020,Jessica Smith,Britanny Bold,Delta
Koss   ,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,51.5339,9.9356,Pharmacy,Retail,Menogine,Antiseptics,500.0,742,371000.0,March,2020,Alan Ray,James Goodwill,Alfa
Gerlach LLC ,"Hirthe, Williamson and Macejkovic Pharmacy",Landshut,Germany,48.5397,12.1508,Hospital,Government,Lansostral Acgestin,Antiseptics,10.0,627,6270.0,March,2020,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,McKenzie-Zemlak Pharm,Rheinbach,Germany,50.6256,6.9491,Pharmacy,Institution,Ibrulinum,Antipiretics,4.0,190,760.0,April,2017,Mary Gerrard,Britanny Bold,Delta
Kozey-Emmerich ,"Haag, Bradtke and Terry ",Osterholz-Scharmbeck,Germany,53.2269,8.7947,Pharmacy,Institution,Sucprine Specbalamin,Antiseptics,3.0,182,546.0,April,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Torphy, Pfeffer and Jakubowski Pharmaceutical Ltd",Leipzig,Germany,51.35,12.3833,Pharmacy,Retail,Cricane Acamsumab,Antiseptics,36.0,22,792.0,April,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Osinski-Botsford Pharm,Meerbusch,Germany,51.2667,6.6667,Pharmacy,Retail,Temasone Thiobucil,Antimalarial,5.0,482,2410.0,April,2017,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,White Inc Pharm,Ehingen an der Donau,Germany,48.2833,9.7236,Pharmacy,Retail,Symbitrim,Analgesics,90.0,536,48240.0,April,2017,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Reichel Inc ,Trier,Germany,49.7567,6.6414,Hospital,Government,Methiclotide,Antibiotics,50.0,458,22900.0,April,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Fritsch LLC Pharmaceutical Ltd,Mülheim,Germany,51.4283,6.8789,Hospital,Government,Abatatriptan,Antibiotics,1.0,742,742.0,April,2017,Alan Ray,James Goodwill,Alfa
Erdman  ,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private,Dexmebital Acanplan,Analgesics,100.0,170,17000.0,April,2017,Abigail Thompson,Tracy Banks,Bravo
Erdman  ,Schaefer LLC Pharma Plc,Stendal,Germany,52.6,11.85,Pharmacy,Institution,Acubulin,Antipiretics,50.0,490,24500.0,April,2017,Daniel Gates,Alisha Cordwell,Charlie
Romaguera-Fay  ,"Kshlerin, Ryan and Leuschke Pharm",Rostock,Germany,54.0833,12.1333,Hospital,Private,Methiclotide,Antibiotics,256.0,458,117248.0,April,2017,Anne Wu,Britanny Bold,Delta
Gerlach LLC ,Nader-Borer Pharmaceutical Limited,Grimma,Germany,51.2386,12.7253,Hospital,Private,Relenvice,Antimalarial,10.0,459,4590.0,April,2017,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Schimmel-Waelchi Pharmaceutical Limited,Olching,Germany,48.2,11.3167,Pharmacy,Institution,Requimadin,Antimalarial,50.0,408,20400.0,April,2017,Thompson Crawford,James Goodwill,Alfa
Kozey-Emmerich ,"Hammes, Bashirian and Pacocha Pharmacy",Schwelm,Germany,51.2904,7.2972,Pharmacy,Institution,Nisorase,Antibiotics,45.0,393,17685.0,April,2017,Jimmy Grey,Alisha Cordwell,Charlie
Erdman  ,"Nitzsche, Effertz and Maggio ",Bayreuth,Germany,49.9481,11.5783,Hospital,Private,Robapril,Antipiretics,20.0,453,9060.0,April,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Beer, Kohler and Beatty ",Oberursel,Germany,50.2028,8.5769,Hospital,Government,Lovephilus,Analgesics,660.0,582,384120.0,April,2017,Mary Gerrard,Britanny Bold,Delta
Gerlach LLC ,"Harris, Daugherty and Okuneva Pharm",Neuwied,Germany,50.4286,7.4614,Hospital,Government,Duraprazole Agalsixolol,Antiseptics,360.0,375,135000.0,April,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Kuhic LLC ,Schleswig,Germany,54.5153,9.5697,Pharmacy,Retail,Clinolan Pitoletra,Mood Stabilizers,30.0,130,3900.0,April,2017,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Parker, Green and Emmerich Pharma Plc",Baesweiler,Germany,50.9,6.1833,Pharmacy,Retail,Ciclonazol,Antiseptics,10.0,121,1210.0,April,2017,Jimmy Grey,Alisha Cordwell,Charlie
Nader-Gaylord  ,Armstrong Inc Pharm,Pfaffenhofen,Germany,48.5333,11.5167,Hospital,Government,Solasteride,Mood Stabilizers,200.0,520,104000.0,April,2017,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Reichel Inc Pharm,Schönebeck,Germany,52.0167,11.75,Hospital,Private,Rebedase Aplencor,Mood Stabilizers,24.0,180,4320.0,April,2017,Morris Garcia,Tracy Banks,Bravo
Erdman  ,Hill-Daniel Pharmaceutical Ltd,Neumünster,Germany,54.0714,9.99,Hospital,Government,Ganineva Agenium,Antiseptics,5.0,390,1950.0,April,2017,Anne Wu,Britanny Bold,Delta
Koss   ,"Leuschke, Waters and Schowalter Pharmacy",Salzkotten,Germany,51.6708,8.6047,Hospital,Government,Presetron,Mood Stabilizers,100.0,216,21600.0,April,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Ondricka, Rosenbaum and Beahan Pharm",Iserlohn,Germany,51.3833,7.6667,Hospital,Government,Feruprazole,Mood Stabilizers,48.0,115,5520.0,April,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution,Morphizolid Tianalin,Mood Stabilizers,50.0,742,37100.0,April,2017,Jessica Smith,Britanny Bold,Delta
Rohan and Sons  ,"Gleichner, Bahringer and Morar Pharmacy",Brilon,Germany,51.3956,8.5678,Hospital,Private,Solasteride,Mood Stabilizers,5.0,520,2600.0,April,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Hoeger Ltd ,Heidenheim,Germany,48.6761,10.1544,Pharmacy,Retail,Diprolimus,Antiseptics,70.0,634,44380.0,April,2017,Steve Pepple,Tracy Banks,Bravo
Schaefer LLC ,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,51.4833,7.2167,Pharmacy,Retail,Trazobalamin,Mood Stabilizers,60.0,762,45720.0,April,2017,Sheila Stones,Britanny Bold,Delta
Gerlach LLC ,Crona PLC Pharmaceutical Ltd,Schloß Holte-Stukenbrock,Germany,51.8833,8.6167,Pharmacy,Institution,Acycpex,Mood Stabilizers,24.0,510,12240.0,April,2017,Thompson Crawford,James Goodwill,Alfa
Koss   ,Hane Ltd Pharmaceutical Ltd,Aichach,Germany,48.45,11.1333,Hospital,Private,Alisteride Pemidizem,Antiseptics,50.0,35,1750.0,April,2017,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Gibson-Hill Pharmaceutical Limited,Friedberg,Germany,50.3353,8.755,Pharmacy,Institution,Afluferon Entrarenone,Antimalarial,10.0,104,1040.0,April,2017,Steve Pepple,Tracy Banks,Bravo
Koss   ,Wolff Group ,Pfungstadt,Germany,49.8056,8.6044,Pharmacy,Retail,Lactubucil,Antipiretics,36.0,585,21060.0,April,2017,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,"Ondricka, Rosenbaum and Beahan Pharm",Iserlohn,Germany,51.3833,7.6667,Hospital,Government,Dantolac Pazocor,Analgesics,5.0,578,2890.0,April,2017,Daniel Gates,Alisha Cordwell,Charlie
Romaguera-Fay  ,Mayert-Weber Pharmaceutical Ltd,Apolda,Germany,51.0247,11.5139,Pharmacy,Institution,Aggrakine,Antiseptics,10.0,47,470.0,April,2017,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Fahey-Prosacco Pharmaceutical Limited,Einbeck,Germany,51.8167,9.8667,Pharmacy,Retail,Pulmofine,Antibiotics,20.0,688,13760.0,April,2017,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Kshlerin, Ryan and Leuschke ",Goch,Germany,51.6839,6.1619,Pharmacy,Institution,Kiovax Tercorolac,Analgesics,20.0,722,14440.0,April,2017,Jessica Smith,Britanny Bold,Delta
Rohan and Sons  ,Homenick-Larson Pharmaceutical Ltd,Bergkamen,Germany,51.6167,7.6333,Hospital,Government,Travoloride,Antiseptics,70.0,785,54950.0,April,2017,Jimmy Grey,Alisha Cordwell,Charlie
Kozey-Emmerich ,Kozey-Emmerich Pharmacy,Marktoberdorf,Germany,47.7667,10.6167,Hospital,Private,Neuropogen Empibax,Analgesics,10.0,605,6050.0,April,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,"Johns, Mueller and Nitzsche Pharma Plc",Hemer,Germany,51.3833,7.7667,Pharmacy,Institution,Dorzovorin Pentadarone,Antimalarial,10.0,164,1640.0,April,2018,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government,Kinenadryl,Antipiretics,30.0,782,23460.0,April,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Reichel Inc Pharm,Schönebeck,Germany,52.0167,11.75,Hospital,Private,Travoloride,Antiseptics,1.0,785,785.0,April,2018,Jessica Smith,Britanny Bold,Delta
Erdman  ,Cartwright-Fay Pharmaceutical Ltd,Wangen im Allgäu,Germany,47.6858,9.8342,Pharmacy,Retail,Enzastryl,Antiseptics,5.0,26,130.0,April,2018,Jimmy Grey,Alisha Cordwell,Charlie
Koss   ,Jacobs-Jones Pharmaceutical Ltd,Flensburg,Germany,54.7819,9.4367,Pharmacy,Institution,Morphizolid Tianalin,Mood Stabilizers,3.0,742,2226.0,April,2018,Mary Gerrard,Britanny Bold,Delta
Kozey-Emmerich ,Barrows-Kohler Pharm,Hamburg,Germany,53.55,10.0,Hospital,Private,Diprotaine,Antiseptics,15.0,318,4770.0,April,2018,Erica Jones,James Goodwill,Alfa
Gerlach LLC ,Spencer-Jerde Pharmaceutical Limited,Kaufbeuren,Germany,47.88,10.6225,Hospital,Government,Tracdomide,Antipiretics,20.0,548,10960.0,April,2018,Stella Given,Alisha Cordwell,Charlie
Koss   ,Sipes and Sons Pharma Plc,Radebeul,Germany,51.1033,13.67,Hospital,Private,Symdocet,Antipiretics,1.0,470,470.0,April,2018,Morris Garcia,Tracy Banks,Bravo
Gerlach LLC ,Gottlieb-Cruickshank Pharm,Schwabach,Germany,49.3292,11.0208,Pharmacy,Retail,Saprodeine Zanprosyn,Antibiotics,100.0,215,21500.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Kihn Group Pharmaceutical Limited,Norderstedt,Germany,53.7064,10.0103,Hospital,Government,Presetron,Mood Stabilizers,10.0,216,2160.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Koss   ,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,52.2833,11.4167,Pharmacy,Retail,Fentatrol Rapatelase,Antibiotics,22.0,458,10076.0,April,2018,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,"Bernier, Murphy and Rau Pharmaceutical Limited",Oberhausen,Germany,51.4699,6.8514,Hospital,Government,Alemtuvatol Megalinum,Analgesics,12.0,682,8184.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Gerlach LLC ,Lemke Ltd Pharma Plc,Leverkusen,Germany,51.0333,6.9833,Pharmacy,Retail,Robapril,Antipiretics,10.0,453,4530.0,April,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.4333,Hospital,Government,Finanel,Antimalarial,220.0,206,45320.0,April,2018,Jessica Smith,Britanny Bold,Delta
Gerlach LLC ,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,51.7333,14.6333,Pharmacy,Retail,Androporin,Antiseptics,10.0,659,6590.0,April,2018,Erica Jones,James Goodwill,Alfa
Koss   ,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government,Abobozolid,Antimalarial,500.0,75,37500.0,April,2018,Abigail Thompson,Tracy Banks,Bravo
Koss   ,Durgan-Rice Pharmaceutical Ltd,Leichlingen,Germany,51.1167,7.0167,Hospital,Government,Panpion,Antiseptics,10.0,692,6920.0,April,2018,Abigail Thompson,Tracy Banks,Bravo
Gerlach LLC ,Lindgren-Simonis Pharmacy,Neumarkt,Germany,49.2833,11.4667,Hospital,Government,Ampysin,Analgesics,200.0,243,48600.0,April,2018,Alan Ray,James Goodwill,Alfa
Koss   ,Trantow LLC Pharm,Harsewinkel,Germany,51.9667,8.2331,Pharmacy,Institution,Amphesirox,Antiseptics,6.0,25,150.0,April,2018,Mary Gerrard,Britanny Bold,Delta
Lockman  ,Crist LLC ,Mühlacker,Germany,48.95,8.8392,Pharmacy,Institution,Albuterenone,Antimalarial,50.0,82,4100.0,April,2018,Steve Pepple,Tracy Banks,Bravo
Gerlach LLC ,Osinski-Collins Pharma Plc,Potsdam,Germany,52.4,13.0667,Hospital,Government,Ganineva Agenium,Antiseptics,2.0,390,780.0,April,2018,Sheila Stones,Britanny Bold,Delta
Koss   ,Runte-Marquardt Pharm,Wittenberg,Germany,51.8671,12.6484,Hospital,Private,Sodinel Olofribrate,Antimalarial,10.0,50,500.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Welch-Langworth ,Abernathy and Sons Pharmaceutical Limited,Dietzenbach,Germany,50.0086,8.7756,Hospital,Private,Diazemid Felcept,Analgesics,72.0,613,44136.0,April,2018,Thompson Crawford,James Goodwill,Alfa
Erdman  ,Buckridge-Strosin Pharma Plc,Neuruppin,Germany,52.9222,12.8,Hospital,Private,Adriafinil Ehtymara,Antiseptics,20.0,535,10700.0,April,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,"Steuber, Hills and Botsford ",Gotha,Germany,50.9489,10.7183,Pharmacy,Institution,Amlominphen Dexanovate,Analgesics,2.0,119,238.0,April,2018,Stella Given,Alisha Cordwell,Charlie
Erdman  ,McDermott Group Pharmaceutical Ltd,Lindau,Germany,47.5458,9.6839,Pharmacy,Institution,Spiroderall,Mood Stabilizers,20.0,653,13060.0,April,2018,Stella Given,Alisha Cordwell,Charlie
Gerlach LLC ,Block-Romaguera Pharmacy,Werl,Germany,51.5528,7.9139,Hospital,Private,Pazofenac,Mood Stabilizers,45.0,123,5535.0,April,2018,Jimmy Grey,Alisha Cordwell,Charlie
Gerlach LLC ,Konopelski-Blick Pharmaceutical Limited,Bramsche,Germany,52.4089,7.9728,Hospital,Government,Aggretisol,Antimalarial,120.0,262,31440.0,April,2018,Daniel Gates,Alisha Cordwell,Charlie
